,0
490,"Comparing the effect of non-medical mechanical restraint preventive factors between psychiatric units in Denmark and Norway. Jesper Bak, Vibeke Zoffmann, Dorte Maria Sestoft, Roger Almvik, Volkert Dirk Siersma, and. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 9th European Congress on Violence in Clinical Psychiatry. 22–24 October 2015; Copenhagen. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2015. p. 410. "
491,"Restraint: An Integrative Review. Sanaz Riahi (Canada). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 9th European Congress on Violence in Clinical Psychiatry. 22–24 October 2015; Copenhagen. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2015. p. 412. "
492,"A Phenomenological Exploration of ‘Last Resort’ in the Use of Restraint. Sanaz Riahi (Canada). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 9th European Congress on Violence in Clinical Psychiatry. 22–24 October 2015; Copenhagen. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2015. p. 414. "
493,"The issue of patient aggression against nurses in Slovak clinical practice. Martina Lepiešová, Martina Tomagová, Ivana Bóriková, Katarína Žiaková, Mária. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 9th European Congress on Violence in Clinical Psychiatry. 22–24 October 2015; Copenhagen. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2015. p. 416. "
494,"Victimisation in adults with severe mental illness: prevalence and risk factors. Liselotte de Mooij, Martijn Kikkert, Nick Lommerse, Jaap Peen, Sabine Meijwaard, Jan. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 9th European Congress on Violence in Clinical Psychiatry. 22–24 October 2015; Copenhagen. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2015. p. 420. "
495,"Staff and caregiver attitude on coercion in India. Bevinahalli N Raveesh, Peter Lepping, Soumithra Pathare & Joske Bunders (India). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 9th European Congress on Violence in Clinical Psychiatry. 22–24 October 2015; Copenhagen. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2015. p. 426. "
496,"Analysis of Nurses Experiencing Anger toward their Patients at work. Naoko Shibuya & Risa Takahashi (Japan). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 9th European Congress on Violence in Clinical Psychiatry. 22–24 October 2015; Copenhagen. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2015. p. 427. "
497,"Culture. Bob Bowen (USA). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 9th European Congress on Violence in Clinical Psychiatry. 22–24 October 2015; Copenhagen. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2015. p. 428. "
498,"Rethinking Debriefing: A structure for aligning constituents and process. Kevin McKenna (Ireland)(member of ENTMA). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 9th European Congress on Violence in Clinical Psychiatry. 22–24 October 2015; Copenhagen. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2015. p. 432. "
499,"Psychopathy: Defining the Diagnostic Construct. Daniël L. Janssen, Bachelor of Arts Graduate at University College Roosevelt, Utrecht. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 9th European Congress on Violence in Clinical Psychiatry. 22–24 October 2015; Copenhagen. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2015. p. 433. "
500,"Clinical features of Methamphetamine – induced Psychosis inpatients. Seyed Mohammadrasoul Khalkhali Sharifi, Reza Ahmadi, Azam Hamidi, Homa Zarrabi,. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Bjørngaard JH, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 9th European Congress on Violence in Clinical Psychiatry. 22–24 October 2015; Copenhagen. Kavanah, Dwingeloo and Oud Consultancy, Amsterdam. 2015. p. 437. "
501,". Violence in clinical Psychiatry: adding the perspective of traumatization or a look through ‘trauma glassesp. 33. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. Content p. 10. "
502,"Violence in clinical Psychiatry: adding the perspective of traumatization or a look through ‘trauma glasses. Maga Eva Münker–Kramer (Austria). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 33. "
503,"Victimised psychotic patients: can they be treated for co-morbid posttraumatic stress disorder?. Prof. Dr. Mark van der Gaag (Netherlands). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 41. "
504,"Schema Therapy, theory and practice: An evidence-based treatment for offenders with personality disorders. Prof. Dr. David Bernstein (Netherlands). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 43. "
505,"From Risk Assessment to Needs Assessment: Triage, Safety and Recovery. Professor Harry G. Kennedy (Ireland). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 44. "
506,"Safewards, and how it works in Germany. Prof. Michael Löhr, Phd (Deutschland). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 47. "
507,"Primum non nocere? Learning from consumer perspectives on aggression in psychiatry. Dr. Bridget Hamilton (Australia). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 56. "
508,"Impulsive aggression: a dimension and a disorder. Prof. Dr. Emil F. Coccaro (USA). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 58. "
509,"Special Symposium – EViPRG @ 20: looking back & looking forwards. Moderators: Roger Almvik, Joy Duxbury & Richard Whittington. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 65. "
510,"Workshop – My behavior has a function: a practical workshop in using the Communication Passport. Kate Sanger (UK). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 66. "
511,". Patricia P. Capello (USA) violence against staff.p. 68. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. Health Sector p. 67. "
512,". Evaluation of seclusion in patients with severe dual disordersp. 68. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. Patricia P. Capello (USA) violence against staff. p. 68. "
513,"Evaluation of seclusion in patients with severe dual disorders. Arjen Neven, Nienke Kool, Jipke Kool & Joke Broelman (Netherlands). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 68. "
514,"Inpatient violence in a Dutch forensic psychiatric hospital: prevalence and characteristics. Nienke Verstegen, Vivienne De Vogel & Michiel De Vries Robbé (Netherlands). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 70. "
515,"Game theory analysis of inpatient and staff data. Keith Reid*, Sandeep Rheel*, Evelyn Rogerson*, James Brotherston** (UK). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 72. "
516,"Student nurses perceptions and actual experiences of occupational violence whilst on mental health clinical practice. Phillip Maude & Michael Olasoji (Australia). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 76. "
517,"Physical environment: staff perceptions of safety and aggressive incidents within UK mental health services (PESSA-UK). Dr Alina Haines; Rhiannah McCabe; Dr Michelle Rogerson; Andrew Brown;. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 77. "
518,"Violent Behavior Encountered by Emergency Medical Technicians. Michael Wilds (USA). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 80. "
519,"Managers’ perception of Patient and Visitor Aggression (PERoPA). First results of an international research project. Birgit Heckemann, Joy Duxbury, Marie Gerdtz, Bridget Hamilton, Sanaz Riahi,. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 81. "
520,"Ten year follow – up Dutch data : coercive measures while developing intensive care units. Eric Noorthoorn, Peter Lepping, Willem Snelleman, Henk Nijman & Niels Mulder. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 83. "
521,"Community Treatment teams in the Netherlands: association to Global functioning and Mental State. J Nieuwenhuis, H Smits, CL Mulder, EO Noorthoorn, P Naarding, B Te Boekhorst,. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 85. "
522,"A Systematic Review of the Efficacy of Harmful Behaviour Programmes for Patients in Forensic Mental Health Settings. Gerry Farrell, Ruth Ryan, Jan McCarthy & Margaret Graham (Ireland). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 90. "
523,"Can user involvement, by allowing patients to choose their own contact person during weekends, reduce aggression and violence?. Lene Haugaard Bonnesen & Rasmus Bo Greve Pedersen (Denmark). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 92. "
524,"Which patients are in highest risk of coercive measures after admission to a general psychiatric ward?. Mikkel Højlund, Lene Høgh & Anne-Mette Nørregaard (Denmark). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 94. "
525,"In the heat of the moment: PAUSE - Patient Advice Used for psychiatric intensive care Safety and de-Escalation. Paul Doedens, Jentien Vermeulen, Corine Latour & Lieuwe de Haan (Netherlands). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 96. "
526,"Incidence Technique analysis. Lars Kjellin, Lars-Erik Warg & Veikko Pelto-Piri (Sweden). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 98. "
527,"Forensic Psychiatry Unit. Sara Ribeiro, Maria Marques & Amorim Rosa (Portugal). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 100. "
528,". Nienke de Bles, Nathaly Rius-Ottenheim, Bert van Hemert & Erik Giltay (Netherlands) against patients / patients as victims.p. 104. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. The Diet and Aggression study: reducing aggression among chronic psychiatric inpatients through nutritional supplementation p. 102. "
529,". Victimisation in a sample of severely disabled psychiatric out-patients in psychiatric institutions and in the communityp. 104. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. Nienke de Bles, Nathaly Rius-Ottenheim, Bert van Hemert & Erik Giltay (Netherlands) against patients / patients as victims. p. 104. "
530,"Victimisation in a sample of severely disabled psychiatric out-patients in psychiatric institutions and in the community. Tilman Steinert & Verena Rossa-Roccor (Germany). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 104. "
